"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sridhar Pala Bharadwaj","-","Equity Shares","53582","0.03",,"51934","83094400","Pledge","Equity Shares","53582","0.03","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manoj Mohan Chitnis","-","Equity Shares","41548","0.03",,"41548","66476800","Pledge","Equity Shares","41548","0.03","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Anurag Agrawal","-","Equity Shares","37440","0.02",,"37440","59904000","Pledge","Equity Shares","37440","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amit Mahla","-","Equity Shares","37440","0.02",,"37440","59904000","Pledge","Equity Shares","37440","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Suresh Akaram Bhise","-","Equity Shares","31161","0.02",,"31161","49857600","Pledge","Equity Shares","31161","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Vikas Khare","-","Equity Shares","31170","0.02",,"31162","49859200","Pledge","Equity Shares","31170","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Himanshu Ranvah","-","Equity Shares","28800","0.02",,"28800","46080000","Pledge","Equity Shares","28800","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Nitesh Kumar Pandey","-","Equity Shares","26300","0.02",,"26300","42080000","Pledge","Equity Shares","26300","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Bhagwat Singh Deora","-","Equity Shares","18200","0.01",,"18200","29120000","Pledge","Equity Shares","18200","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manish Gumber","-","Equity Shares","29110","0.02",,"19782","31651200","Pledge","Equity Shares","29110","0.02","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Suresh Amin","-","Equity Shares","19288","0.01",,"19288","30860800","Pledge","Equity Shares","19288","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amarendra Kumar","-","Equity Shares","19782","0.01",,"19782","31651200","Pledge","Equity Shares","19782","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Anand Prasad","-","Equity Shares","19910","0.01",,"19782","31651200","Pledge","Equity Shares","19910","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Kapil Dev Mehta","-","Equity Shares","16073","0.01",,"16073","25716800","Pledge","Equity Shares","16073","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Vikrant Chandrakant Bendre","-","Equity Shares","21600","0.01",,"18000","28800000","Pledge","Equity Shares","21600","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sushree Mishra","-","Equity Shares","18072","0.01",,"18072","28915200","Pledge","Equity Shares","18072","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Tissa Thomas Varkey","-","Equity Shares","18960","0.01",,"18927","30283200","Pledge","Equity Shares","18960","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sandeep Anil Phadnis","Key Managerial Personnel","Equity Shares","12054","0.01",,"12054","19286400","Pledge","Equity Shares","12054","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dhar Bal Krishen","-","Equity Shares","14835","0.01",,"14835","23736000","Pledge","Equity Shares","14835","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Mitesh Kothari","-","Equity Shares","14850","0.01",,"14835","23736000","Pledge","Equity Shares","14850","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amit Pradeep Nayak","-","Equity Shares","13909","0.01",,"13909","22254400","Pledge","Equity Shares","13909","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amin Barkatali Roy","-","Equity Shares","14650","0.01",,"14650","23440000","Pledge","Equity Shares","14650","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Satya Prakash Thakur","-","Equity Shares","14560","0.01",,"14526","23241600","Pledge","Equity Shares","14560","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Omprakash Ramji Verma","-","Equity Shares","9894","0.01",,"9894","15830400","Pledge","Equity Shares","9894","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sanjeev Kailash Mishra","-","Equity Shares","9894","0.01",,"9894","15830400","Pledge","Equity Shares","9894","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Subramanian AR","-","Equity Shares","11394","0.01",,"9894","15830400","Pledge","Equity Shares","11394","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr Deepak Bhupendra Gheewala","-","Equity Shares","12270","0.01",,"9894","15830400","Pledge","Equity Shares","12270","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manish Dineshkumar Shah","-","Equity Shares","9894","0.01",,"9894","15830400","Pledge","Equity Shares","9894","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sheetal Chinmaya Dandekar","-","Equity Shares","12700","0.01",,"9894","15830400","Pledge","Equity Shares","12700","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manesh Mahadeo Jagtap","-","Equity Shares","9000","0.01",,"9000","14400000","Pledge","Equity Shares","9000","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Parasram Balaji Borge","-","Equity Shares","6812","0",,"6802","10883200","Pledge","Equity Shares","6812","0","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Anand Thottiparambil Krishnan","-","Equity Shares","6000","0",,"3000","4800000","Pledge","Equity Shares","6000","0","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Bharat Bachubhai Dhanani","-","Equity Shares","Nil","0",,"62321","117450156","Buy","Equity Shares","62321","0.04","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Bhushan Vijaykumar Sachdev","-","Equity Shares","Nil","0",,"62321","117450156","Buy","Equity Shares","62321","0.04","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sridhar Pala Bharadwaj","-","Equity Shares","1648","0",,"51934","97874816","Buy","Equity Shares","53582","0.03","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manoj Mohan Chitnis","-","Equity Shares","Nil","0",,"41548","78301360","Buy","Equity Shares","41548","0.03","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Anurag Agrawal","-","Equity Shares","Nil","0",,"37440","70559424","Buy","Equity Shares","37440","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amit Mahla","-","Equity Shares","Nil","0",,"37440","70559424","Buy","Equity Shares","37440","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Suresh Akaram Bhise","-","Equity Shares","Nil","0",,"31161","58726020","Buy","Equity Shares","31161","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Vikas Khare","-","Equity Shares","8","0",,"31162","58727905","Buy","Equity Shares","31170","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Himanshu Ranvah","-","Equity Shares","Nil","0",,"28800","54276480","Buy","Equity Shares","28800","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Nitesh Kumar Pandey","-","Equity Shares","Nil","0",,"26300","49564980","Buy","Equity Shares","26300","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Bhagwat Singh Deora","-","Equity Shares","Nil","0",,"18200","34299720","Buy","Equity Shares","18200","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Manish Gumber","-","Equity Shares","7800","0",,"21310","40160826","Buy","Equity Shares","29110","0.02","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Suresh Amin","-","Equity Shares","Nil","0",,"19288","36350164","Buy","Equity Shares","19288","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amarendra Kumar","-","Equity Shares","Nil","0",,"19782","37281157","Buy","Equity Shares","19782","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Anand Prasad","-","Equity Shares","128","0",,"19782","37281157","Buy","Equity Shares","19910","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Kapil Dev Mehta","-","Equity Shares","Nil","0",,"16073","30291175","Buy","Equity Shares","16073","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Vikrant Chandrakant Bendre","-","Equity Shares","3600","0",,"18000","33922800","Buy","Equity Shares","21600","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Tissa Thomas Varkey","-","Equity Shares","33","0",,"18927","35669824","Buy","Equity Shares","18960","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sandeep Anil Phadnis","Key Managerial Personnel","Equity Shares","Nil","0",,"12054","22716968","Buy","Equity Shares","12054","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dhar Bal Krishen","-","Equity Shares","Nil","0",,"14835","27958041","Buy","Equity Shares","14835","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Mitesh Kothari","-","Equity Shares","15","0",,"14835","27958041","Buy","Equity Shares","14850","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amit Pradeep Nayak","-","Equity Shares","Nil","0",,"13909","26212901","Buy","Equity Shares","13909","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amin Barkatali Roy","-","Equity Shares","Nil","0",,"14650","27609390","Buy","Equity Shares","14650","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Satya Prakash Thakur","-","Equity Shares","34","0",,"14526","27375699","Buy","Equity Shares","14560","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Omprakash Ramji Verma","-","Equity Shares","Nil","0",,"9894","18646232","Buy","Equity Shares","9894","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Issac Emmanual Lazarus","-","Equity Shares","1876","0",,"9894","18646232","Buy","Equity Shares","11770","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Patel Sanjay Chandubhai","-","Equity Shares","4200","0",,"8790","16565634","Buy","Equity Shares","12990","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Chetan Kantilal Kanabar","-","Equity Shares","6","0",,"9894","18646232","Buy","Equity Shares","9900","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Pravinbhai Adesangbhai Makwana","-","Equity Shares","Nil","0",,"9894","18646232","Buy","Equity Shares","9894","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sanjeev Kailash Mishra","-","Equity Shares","Nil","0",,"9894","18646232","Buy","Equity Shares","9894","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Subramanian AR","-","Equity Shares","1500","0",,"9894","18646232","Buy","Equity Shares","11394","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr Deepak Bhupendra Gheewala","-","Equity Shares","2376","0",,"9894","18646232","Buy","Equity Shares","12270","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Issac Emmanual Lazarus","-","Equity Shares","11770","0.01",,"9894","15830400","Pledge","Equity Shares","11770","0.01","23-Jan-2026","23-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
