"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"KSCL","Kaveri Seed Company Limited","7(3)","Kaveri Employees Trust","-","Equity Shares","639977","1.24",,"11590","11102496","Buy","Equity Shares","651567","1.27","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191905_1588041_20122025034146_WEB.xml"
"AURUM","Aurum PropTech Limited","7(2)","Aurum RealEstate Developers Pvt Ltd.","Promoters","Equity Shares","36254455","47.33",,"30000","5392991","Buy","Equity Shares","36284455","47.37","19-Dec-2025","19-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191903_1588036_20122025033110_WEB.xml"
"MEIL","Mangal Electrical Industries Limited","7(2)","Aniketa Mangal","Promoters","Equity Shares","2227212","8.06",,"1000","358532","Buy","Equity Shares","2228212","8.06","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191901_1588033_20122025032815_WEB.xml"
"MEIL","Mangal Electrical Industries Limited","7(2)","Aniketa Mangal","Promoters","Equity Shares","2223712","8.05",,"3500","1272406","Buy","Equity Shares","2227212","8.06","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","20-Dec-2025 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191901_1588033_20122025032815_WEB.xml"
"SIGIND","Signet Industries Limited","7(2)","Mukesh Sangla","Promoters","Equity Shares","1021332","3.47",,"3087","170094","Buy","Equity Shares","1024419","3.48","19-Dec-2025","19-Dec-2025","20-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","20-Dec-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191899_1588028_20122025030517_WEB.xml"
"IOB","Indian Overseas Bank","7(2)","President of India acting through Department of Financial Services","Promoters","Equity Shares","18218326570","94.61",,"417838271","4178382710","Sell","Equity Shares","17800488299","92.44","17-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","20-Dec-2025 14:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191897_1588023_20122025023850_WEB.xml"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","7(2)","Girish Mehta","-","Equity Shares","149802","0.1",,"50000","4502560","Sell","Equity Shares","99802","0.7","19-Dec-2025","19-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","20-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191894_1588016_20122025020854_WEB.xml"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","7(2)","Girish Mehta","-","Equity Shares","174802","0.12",,"25000","2256290","Sell","Equity Shares","149802","0.1","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","20-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191894_1588016_20122025020854_WEB.xml"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","7(2)","Girish Mehta","-","Equity Shares","187500","0.13",,"12698","1146649","Sell","Equity Shares","174802","0.12","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","20-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191894_1588016_20122025020854_WEB.xml"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","7(2)","Girish Mehta","-","Equity Shares","99802","0.07",,"32223","2896173","Sell","Equity Shares","67579","0.5","19-Dec-2025","19-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","20-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191894_1588016_20122025020854_WEB.xml"
"MCL","Madhav Copper Limited","7(2)","MR. RAJESH ODHAVJIBHAI PATEL","-","Equity Shares","1800000","6.63",,"50000","2505085","Sell","Equity Shares","1750000","6.31","17-Dec-2025","18-Dec-2025","18-Dec-2025","-","-","-","0","0","0","0","MSEI","-","20-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191891_1587975_20122025114111_WEB.xml"
"MCL","Madhav Copper Limited","7(2)","MR. RAJESHBHAI ODHAVJIBHAI PATEL","Promoters","Equity Shares","18000000","6.63",,"50000","2505085","Sell","Equity Shares","17950000","6.31","17-Dec-2025","18-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","20-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191891_1587975_20122025114111_WEB.xml"
"MCL","Madhav Copper Limited","7(2)","MR. RAJESH ODHAVJIBHAI PATEL","-","Equity Shares","1800000","6.63",,"50000","2505085","Sell","Equity Shares","1750000","6.31","17-Dec-2025","18-Dec-2025","18-Dec-2025","-","-","-","0","0","0","0","MSEI","-","20-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191891_1587975_20122025114111_WEB.xml"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","7(2)","Sanjay Murlidhar Patil","-","Equity Shares","518","0",,"75","78000","Buy","Equity Shares","593","0","19-Dec-2025","19-Dec-2025","19-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","19-Dec-2025 23:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191890_1587955_19122025113912_WEB.xml"
"KIRLOSENG","Kirloskar Oil Engines Limited","7(2)","Geetanjali Vikram Kirloskar","Promoters","Equity Shares","31875","0.02",,"31875","39622375","Sell","Equity Shares","Nil","0","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 23:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191887_1587939_19122025110925_WEB.xml"
"KIRLOSENG","Kirloskar Oil Engines Limited","7(2)","Kirloskar Systems Private Limited","Promoter Group","Equity Shares","2070","0",,"2070","2627659","Sell","Equity Shares","Nil","0","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 23:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191887_1587939_19122025110925_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","NISHANT VASS","Employees/Designated Employees","Equity Shares","17236","0",,"17236","19568031","Sell","Equity Shares","Nil","0","16-Dec-2025","16-Dec-2025","17-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 21:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191884_1587921_19122025094208_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","-","-",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","19-Dec-2025 21:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191884_1587921_19122025094208_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Ashutosh Kumar","Employees/Designated Employees","Equity Shares","163000","0.12",,"2213","1604638","Sell","Equity Shares","160787","0.11","17-Dec-2025","17-Dec-2025","19-Dec-2025","Invocation of pledge","-","-","0","0","0","0","NSE","-","19-Dec-2025 19:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191882_1587889_19122025075320_WEB.xml"
"KIRLPNU","Kirloskar Pneumatic Company Limited","7(2)","KIRLOSKAR SYSTEMS PRIVATE LIMITED","Promoter Group","Equity Shares","2010","0",,"2010","2095247","-","Equity Shares","Nil","0","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191880_1587884_19122025074846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4874065","0.2",,"243","264319","Sell","Equity Shares","4873822","0.2","16-Dec-2025","16-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191877_1587866_19122025072319_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4873822","0.2",,"394","426846","Sell","Equity Shares","4873428","0.2","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191877_1587866_19122025072319_WEB.xml"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","7(2)","PLACID LIMITED","Promoter Group","Equity Shares","1179608","38.1",,"6161","5134372","Buy","Equity Shares","1185769","38.3","09-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191875_1587841_19122025065739_WEB.xml"
"VERITAAS","Veritaas Advertising Limited","7(2)","DEBOJYOTI BANERJEE","Promoters","Equity Shares","1849779","65.53",,"12000","704400","Buy","Equity Shares","1861779","65.95","18-Dec-2025","19-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191873_1587832_19122025065313_WEB.xml"
"KIRLOSIND","Kirloskar Industries Limited","7(2)","Geetanjali Kirloskar","Promoters","Equity Shares","2125","0.02",,"2125","7075537","Sell","Equity Shares","Nil","0","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191872_1587822_19122025064913_WEB.xml"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","7(2)","True North Fund VI LLP","Promoters","Equity Shares","80825928","54.66",,"66725311","5775663454","Sell","Equity Shares","14100617","9.54","18-Dec-2025","18-Dec-2025","18-Dec-2025","Off Market","-","-","0","0","0","0","BSE","-","19-Dec-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191870_1587806_19122025064152_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","Hindustan Cotton Company","Promoter Group","Equity Shares","47638834","57.05",,"12373","1049129","Buy","Equity Shares","47651207","57.07","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191868_1587797_19122025063453_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Subhasri Sengupta","Employees/Designated Employees","Equity Shares","5950","0",,"5950","1868300","Sell","Equity Shares","Nil","0","16-Dec-2025","16-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191867_1587794_19122025063417_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","Hindustan Cotton Company","Promoter Group","Equity Shares","47620586","57.03",,"18248","1536972","Buy","Equity Shares","47638834","57.05","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191864_1587791_19122025062933_WEB.xml"
"CHALET","Chalet Hotels Limited","7(2)","Sanjay Sethi","Director","Equity Shares","242487","0.11",,"54017","15772964","Buy","Equity Shares","296504","0.14","17-Dec-2025","17-Dec-2025","18-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","19-Dec-2025 18:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191862_1587786_19122025062444_WEB.xml"
"DBREALTY","Valor Estate Limited","7(2)","Vinod K. Goenka","Promoters","Equity Shares","2532108","0.34",,"100000","11601776","Buy","Equity Shares","2632108","0.49","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191861_1587782_19122025062357_WEB.xml"
"DBREALTY","Valor Estate Limited","7(2)","Jignesh Hasmukhlal Shah","Key Managerial Personnel","Equity Shares","75500","0.01",,"1500","171350","Sell","Equity Shares","74000","0.01","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191859_1587776_19122025062318_WEB.xml"
"MSPL","MSP Steel & Power Limited","7(2)","Shree Vinay Finvest P Ltd..","Promoter Group","Equity Shares","12826843","2.26",,"540600","20277906","Buy","Equity Shares","13367443","2.36","15-Dec-2025","15-Dec-2025","17-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191855_1587734_19122025060144_WEB.xml"
"MSPL","MSP Steel & Power Limited","7(2)","Jagran Vyapaar Pvt Ltd","Promoter Group","Equity Shares","40247526","7.1",,"555000","20437264","Buy","Equity Shares","40802526","7.2","16-Dec-2025","16-Dec-2025","17-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191855_1587734_19122025060144_WEB.xml"
"NAVINFLUOR","Navin Fluorine International Limited","7(2)","Mr. Radheshyam Singh","Employees/Designated Employees","Equity Shares","Nil","0",,"2400","7982400","Buy","Equity Shares","2400","0","18-Dec-2025","18-Dec-2025","19-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","19-Dec-2025 17:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191854_1587731_19122025055637_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","M V Usha","Promoter Group","Equity Shares","334903","0.03",,"5000","1236612","Sell","Equity Shares","329903","0.03","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 17:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191850_1587705_19122025052610_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","MUNUGOOR K VENKATESAN","Promoters","Equity Shares","369182","0.04",,"5000","1236058","Sell","Equity Shares","364182","0.04","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191849_1587703_19122025052505_WEB.xml"
"GSTL","Globesecure Technologies Limited","7(2)","RAGAVAN RAJKUMAR","Promoters","Equity Shares","3061880","19.21",,"62000","698120","Buy","Equity Shares","3123880","19.6","06-Dec-2025","16-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191848_1587700_19122025052430_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","M V PRAJEETH","Promoter Group","Equity Shares","268388","0.03",,"5000","1239888","Sell","Equity Shares","263388","0.03","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191846_1587694_19122025051923_WEB.xml"
"SHRADHA","Shradha Infraprojects Limited","7(2)","RIAAN VENTURES PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"1299976","51132332","Buy","Equity Shares","1299976","1.6","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 16:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191842_1587656_19122025043854_WEB.xml"
"SHRADHA","Shradha Infraprojects Limited","7(2)","SGR HOLDINGS PRIVATE LIMITED","Promoter Group","Equity Shares","24121504","29.78",,"1296567","50735604","Sell","Equity Shares","22824937","28.18","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 16:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191842_1587656_19122025043854_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2246062","1.26",,"26334","6832088","Buy","Equity Shares","2272396","1.27","18-Dec-2025","18-Dec-2025","18-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 16:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191840_1587650_19122025043554_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2234801","1.25",,"11261","2886769","Buy","Equity Shares","2246062","1.26","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 16:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191840_1587650_19122025043554_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","SOFREAL MERCANTRADE PRIVATE LTD","Promoter Group","Equity Shares","155010","0.84",,"16000","9345911","Buy","Equity Shares","171010","0.93","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191837_1587631_19122025041354_WEB.xml"
"SAFARI","Safari Industries (India) Limited","7(2)","SAFARI COMMERCIAL LLP","Promoter Group","Equity Shares","4000000","8.16",,"100000","219003000","Sell","Equity Shares","3900000","7.96","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","19-Dec-2025 15:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191835_1587612_19122025035006_WEB.xml"
"MILTON","Milton Industries Limited","7(2)","Sunit Jain","Promoter Group","Equity Shares","276713","1.63",,"30800","0","Sell","Equity Shares","245913","1.45","17-Dec-2025","19-Dec-2025","19-Dec-2025","Off Market","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191833_1587604_19122025033901_WEB.xml"
"MILTON","Milton Industries Limited","7(2)","Vikas Jain","Promoters","Equity Shares","1329918","7.83",,"30800","0","Buy","Equity Shares","1360718","8.01","17-Dec-2025","19-Dec-2025","19-Dec-2025","Off Market","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191833_1587604_19122025033901_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2025900","0.74",,"7611","76110","Sell","Equity Shares","2018289","0.74","17-Dec-2025","17-Dec-2025","18-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","19-Dec-2025 15:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191832_1587602_19122025033857_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Priyamvada Hardikar","Employees/Designated Employees","Equity Shares","71336","0.03",,"7611","76110","Buy","Equity Shares","78947","0.03","17-Dec-2025","17-Dec-2025","18-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","19-Dec-2025 15:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191832_1587602_19122025033857_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","2973696","6.57",,"2000","395380","Buy","Equity Shares","2975696","6.57","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191828_1587587_19122025032408_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL Buildtek Ltd","Promoter Group","Equity Shares","455241","0.99",,"10994","2187806","Buy","Equity Shares","466235","1.03","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191828_1587587_19122025032408_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kakatiya Industries (P) Ltd","Promoter Group","Equity Shares","112299","0.24",,"70","13930","Buy","Equity Shares","112369","0.24","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191828_1587587_19122025032408_WEB.xml"
"FUSION","Fusion Finance Limited","7(2)","Deepak  Madaan","Other","Equity Shares","118900","0.07",,"7000","1076222","Sell","Equity Shares","111900","0.07","17-Dec-2025","17-Dec-2025","18-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Dec-2025 15:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191826_1587581_19122025031656_WEB.xml"
"DEEDEV","DEE Development Engineers Limited","7(2)","Krishan Lalit Bansal","Promoters","Equity Shares","35190366","50.8",,"10000","2158686","Buy","Equity Shares","35200366","50.82","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 14:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191824_1587558_19122025022417_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","Diwarkar Marketing Private Limited","Promoter Group","Equity Shares","22864076","10.51",,"41853","11198034","Buy","Equity Shares","22905929","10.52","16-Dec-2025","16-Dec-2025","17-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","19-Dec-2025 14:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191823_1587556_19122025021841_WEB.xml"
