Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
544291,Rajesh Power Services Ltd,Hima Vishal Patel Revised ,Promoter Group,Equity Shares,469566,2.61,Equity Shares,3800,4718840.00,Acquisition,Equity,473366,2.63,25 Nov 2025,25 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,ANJANABEN PRAFULBHAI PATEL Revised ,Promoter Group,Equity Shares,69565,0.39,Equity Shares,1400,1662766.00,Acquisition,Equity,70965,0.39,24 Nov 2025,24 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,ANJANABEN PRAFULBHAI PATEL Revised ,Promoter Group,Equity Shares,70965,0.39,Equity Shares,2500,3037875.00,Acquisition,Equity,73465,0.41,25 Nov 2025,25 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Bhavnaben Rajendrabhai Patel Revised ,Promoter Group,Equity Shares,169565,0.94,Equity Shares,1300,1541215.00,Acquisition,Equity,170865,0.94,24 Nov 2025,24 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Bhavnaben Rajendrabhai Patel Revised ,Promoter Group,Equity Shares,170865,0.94,Equity Shares,2700,3262842.00,Acquisition,Equity,173565,0.96,25 Nov 2025,25 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Utsav Nehal Panchal Revised ,Promoter & Director,Equity Shares,1500000,8.33,Equity Shares,2000,2388740.00,Acquisition,Equity,1502000,8.34,24 Nov 2025,24 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Utsav Nehal Panchal Revised ,Promoter & Director,Equity Shares,1502000,8.34,Equity Shares,3800,4678598.00,Acquisition,Equity,1505800,8.36,25 Nov 2025,25 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Kurang Ramachandra Panchal Revised ,Promoter,Equity Shares,1800000,10.00,Equity Shares,2400,2840088.00,Acquisition,Equity,1802400,10.01,24 Nov 2025,24 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
544291,Rajesh Power Services Ltd,Kurang Ramachandra Panchal Revised ,Promoter,Equity Shares,1802400,10.01,Equity Shares,3500,4326385.00,Acquisition,Equity,1805900,10.03,25 Nov 2025,25 Nov 2025,26 Nov 2025,Market Purchase,,,,,,,BSE,09 Jan 2026
532668,Aurionpro Solutions Ltd,NITIN HIRALAL PATEL Revised ,Designated Person,Equity Shares,12200,0.02,Equity Shares,2250,2594737.00,Disposal,Equity,9950,0.02,12 Dec 2025,12 Dec 2025,18 Dec 2025,Market Sale,,,,,,,NSE,09 Jan 2026
543520,Global Longlife Hospital and Research Ltd,DHRUV SURESHKUMAR JANI,Promoter & Director,Equity Shares,3319990,31.62,Equity Shares,96000,2136000.00,Disposal,Equity,3223990,30.70,06 Jan 2026,06 Jan 2026,08 Jan 2026,Market Sale,,,,,,,BSE,08 Jan 2026
543520,Global Longlife Hospital and Research Ltd,DHRUV SURESHKUMAR JANI,Promoter & Director,Equity Shares,3223990,30.70,Equity Shares,26000,582100.00,Acquisition,Equity,3249990,30.95,07 Jan 2026,07 Jan 2026,08 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
544542,Justo Realfintech Ltd,Puspamitra Das,Promoter & Director,Equity Shares,7180216,38.20,Equity Shares,2000,192900.00,Acquisition,Equity,7182216,38.21,08 Jan 2026,08 Jan 2026,08 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
539151,Arfin India Ltd,MAHENDRAKUMAR RIKHAVCHAND SHAH Revised ,Promoter,Equity Shares,25658250,15.21,Equity Shares,29626,1743490.00,Disposal,Equity,25628624,15.19,02 Dec 2025,02 Dec 2025,02 Dec 2025,Market Sale,,,,,,,NSE,08 Jan 2026
544663,Neptune Logitek Ltd,Devidas Amritlal Shah,Promoter Group,Equity Shares,0,0.00,Equity Shares,1000,54500.00,Acquisition,Equity,1000,0.01,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
544663,Neptune Logitek Ltd,Devidas Amritlal Shah,Promoter Group,Equity Shares,1000,0.01,Equity Shares,20000,979800.00,Acquisition,Equity,21000,0.15,07 Jan 2026,07 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
543519,Shashwat Furnishing Solutions Ltd,LALIT KUMAR KARNAWAT,Promoter,Equity Shares,72250,3.46,Equity Shares,9000,1000490.00,Disposal,Equity,63250,3.03,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Sale,,,,,,,BSE,08 Jan 2026
532281,HCL Technologies Ltd,HCL Technologies Stock Options Trust,Designated Person,Equity Shares,8008315,0.30,Equity Shares,2633,4213590.00,Disposal,Equity,8005682,0.30,06 Jan 2026,06 Jan 2026,07 Jan 2026,ESOS,,,,,,,NA,08 Jan 2026
532281,HCL Technologies Ltd,HCL Technologies Stock Options Trust,Designated Person,Equity Shares,8005682,0.30,Equity Shares,2168,3513894.00,Disposal,Equity,8003514,0.30,07 Jan 2026,07 Jan 2026,07 Jan 2026,ESOS,,,,,,,NA,08 Jan 2026
532281,HCL Technologies Ltd,HCL Technologies Stock Options Trust,Designated Person,Equity Shares,8012652,0.30,Equity Shares,4337,7113547.00,Disposal,Equity,8008315,0.30,03 Jan 2026,03 Jan 2026,06 Jan 2026,ESOS,,,,,,,NA,08 Jan 2026
543453,Alkosign Ltd,SAMIR NARENDRA SHAH,Promoter & Director,Equity Shares,1259998,11.67,Equity Shares,4500,342000.00,Acquisition,Equity,1264498,11.72,07 Jan 2026,07 Jan 2026,08 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
543453,Alkosign Ltd,SAMIR NARENDRA SHAH,Promoter & Director,Equity Shares,1255498,11.63,Equity Shares,4500,338344.00,Acquisition,Equity,1259998,11.67,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
543453,Alkosign Ltd,SAMIR NARENDRA SHAH,Promoter & Director,Equity Shares,1255498,11.63,Equity Shares,4500,338344.00,Acquisition,Equity,1259998,11.67,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,08 Jan 2026
532777,Info Edge (India) Ltd,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,920240,0.14,Equity Shares,1190,2380.00,Disposal,Equity,919050,0.14,07 Jan 2026,07 Jan 2026,07 Jan 2026,ESOP,,,,,,,NA,08 Jan 2026
521113,Suditi Industries Ltd,TANUJ PAWAN AGARWAL,Promoter Group,Equity Shares,35000,0.09,Equity Shares,3000000,61875000.00,Acquisition,Equity,3035000,7.02,02 Jan 2026,02 Jan 2026,06 Jan 2026,Preferential Offer,,,,,,,NA,07 Jan 2026
521113,Suditi Industries Ltd,HARSH PAWAN AGARWAL,Promoter Group,Equity Shares,35000,0.09,Equity Shares,600000,12375000.00,Acquisition,Equity,635000,1.47,02 Jan 2026,02 Jan 2026,06 Jan 2026,Preferential Offer,,,,,,,NA,07 Jan 2026
504028,GEE Ltd,Umesh Agarwal,Promoter & Director,Warrants,5591482,10.76,Warrants,1500000,30000000.00,Acquisition,Warrants,7091482,12.42,05 Jan 2026,05 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
504028,GEE Ltd,Om Prakash Agarwal,Promoter & Director,Warrants,2836808,5.46,Warrants,700000,14000000.00,Acquisition,Warrants,3536808,6.20,05 Jan 2026,05 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
544248,Mach Travel Solutions Ltd,AMIT BHATIA,Promoter & Director,Equity Shares,13526600,64.30,Equity Shares,10200,1240218.00,Acquisition,Equity,13536800,64.35,05 Jan 2026,05 Jan 2026,06 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
544248,Mach Travel Solutions Ltd,AMIT BHATIA,Promoter & Director,Equity Shares,13536800,64.35,Equity Shares,6000,740700.00,Acquisition,Equity,13542800,64.38,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
543782,Sealmatic India Ltd,WAHEEDA UMAR BALWA,Promoter Group,Equity Shares,207883,1.91,Equity Shares,720,259200.00,Acquisition,Equity,208603,1.92,05 Jan 2026,05 Jan 2026,06 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
544442,Chemkart India Ltd,Shailesh Vinodrai Mehta,Promoter,Equity Shares,11407,0.10,Equity Shares,1200,156000.00,Acquisition,Equity,12607,0.10,05 Jan 2026,05 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Vishnu Prakash Punglia,Promoter & Director,Equity Shares,10675000,8.56,Equity Shares,400000,22176000.00,Pledge,Equity,10675000,8.56,30 Dec 2025,30 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Kamal Kishor Pungalia,Promoter & Director,Equity Shares,5650000,4.53,Equity Shares,4750000,279252500.00,Pledge,Equity,5650000,4.53,26 Dec 2025,26 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Sanjay Kumar Punglia,Promoter & Director,Equity Shares,5649883,4.53,Equity Shares,4750000,261820000.00,Pledge,Equity,5649883,4.53,29 Dec 2025,29 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Ajay Pungalia,Promoter & Director,Equity Shares,6650000,5.34,Equity Shares,4750000,279252500.00,Pledge,Equity,6650000,5.34,26 Dec 2025,26 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,1000000,61330000.00,Pledge,Equity,8220000,6.59,24 Dec 2025,24 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,500000,29395000.00,Pledge,Equity,8220000,6.59,26 Dec 2025,26 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,100000,5512000.00,Pledge,Equity,8220000,6.59,29 Dec 2025,29 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,794011,41971421.00,Revoke,Equity,8220000,6.59,31 Dec 2025,31 Dec 2025,05 Jan 2026,Revocation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,80000,4228800.00,Revoke,Equity,8220000,6.59,31 Dec 2025,31 Dec 2025,05 Jan 2026,Revocation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,98211,5191433.00,Revoke,Equity,8220000,6.59,31 Dec 2025,31 Dec 2025,05 Jan 2026,Revocation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,145000,7664700.00,Revoke,Equity,8220000,6.59,31 Dec 2025,31 Dec 2025,05 Jan 2026,Revocation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Manohar Lal Punglia,Promoter & Director,Equity Shares,8220000,6.59,Equity Shares,83000,4387380.00,Revoke,Equity,8220000,6.59,31 Dec 2025,31 Dec 2025,05 Jan 2026,Revocation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Vishnu Prakash Punglia,Promoter & Director,Equity Shares,10675000,8.56,Equity Shares,4750000,279252500.00,Pledge,Equity,10675000,8.56,26 Dec 2025,26 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
543974,Vishnu Prakash R Punglia Ltd,Vishnu Prakash Punglia,Promoter & Director,Equity Shares,10675000,8.56,Equity Shares,2600000,143312000.00,Pledge,Equity,10675000,8.56,29 Dec 2025,29 Dec 2025,05 Jan 2026,Creation Of Pledge,,,,,,,NA,07 Jan 2026
544542,Justo Realfintech Ltd,Puspamitra Das,Promoter & Director,Equity Shares,7178216,38.18,Equity Shares,1000,103.00,Acquisition,Equity,7179216,38.19,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
544542,Justo Realfintech Ltd,Puspamitra Das,Promoter & Director,Equity Shares,7179216,38.19,Equity Shares,1000,102.00,Acquisition,Equity,7180216,38.20,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
538837,Jeevan Scientific Technology Ltd,Krishna Kishore Kuchipudi Revised ,Promoter & Director,Warrants,2135113,13.48,Warrants,1200000,48000000.00,Acquisition,Warrants,3335113,14.24,02 Jan 2026,02 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
538837,Jeevan Scientific Technology Ltd,Jeevan Krishna Kuchipudi Revised ,Promoter & Director,Warrants,917772,5.79,Warrants,600000,24000000.00,Acquisition,Warrants,1517772,6.48,02 Jan 2026,02 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
538837,Jeevan Scientific Technology Ltd,Kuchipudi Vanaja Revised ,Promoter,Warrants,1573800,9.93,Warrants,600000,24000000.00,Acquisition,Warrants,2173800,9.28,02 Jan 2026,02 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
538837,Jeevan Scientific Technology Ltd,Snigdha Mothukuri Revised ,Promoter & Director,Warrants,78500,0.49,Warrants,600000,24000000.00,Acquisition,Warrants,678500,2.90,02 Jan 2026,02 Jan 2026,06 Jan 2026,Allotment,,,,,,,NA,07 Jan 2026
544310,Yash Highvoltage Ltd,YASH SWISSTECH PRIVATE LIMITED,Promoter Group,Equity Shares,5000,0.02,Equity Shares,1500,600350.00,Acquisition,Equity,6500,0.02,06 Jan 2026,06 Jan 2026,07 Jan 2026,Market Purchase,,,,,,,BSE,07 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2056130075,24.67,Equity Shares,9999990,4133832.00,Disposal,Equity,2046130085,24.55,17 Nov 2025,17 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2046130085,24.55,Equity Shares,3999996,1625534.00,Disposal,Equity,2042130089,24.50,18 Nov 2025,18 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2042130089,24.50,Equity Shares,4999995,1981919.00,Disposal,Equity,2037130094,24.44,19 Nov 2025,19 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2037130094,24.44,Equity Shares,138155,54762.00,Disposal,Equity,2036991939,24.44,20 Nov 2025,20 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2036991939,24.44,Equity Shares,9999990,3763847.00,Disposal,Equity,2026991949,24.32,21 Nov 2025,21 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2026991949,24.32,Equity Shares,4999995,1781927.00,Disposal,Equity,2021991954,24.26,28 Nov 2025,28 Nov 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2021991954,24.26,Equity Shares,9999990,3463858.00,Disposal,Equity,2011991964,24.14,02 Dec 2025,02 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2011991964,24.14,Equity Shares,4999995,1631933.00,Disposal,Equity,2006991969,24.08,03 Dec 2025,03 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2006991969,24.08,Equity Shares,4999995,1731929.00,Disposal,Equity,2001991974,24.02,04 Dec 2025,04 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,2001991974,24.02,Equity Shares,4999995,1981919.00,Disposal,Equity,1996991979,23.96,05 Dec 2025,05 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1996991979,23.96,Equity Shares,8999991,3397362.00,Disposal,Equity,1987991988,23.85,09 Dec 2025,09 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1987991988,23.85,Equity Shares,2999997,1129154.00,Disposal,Equity,1984991991,23.81,10 Dec 2025,10 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1984991991,23.81,Equity Shares,4999995,1831925.00,Disposal,Equity,1979991996,23.75,11 Dec 2025,11 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1979991996,23.75,Equity Shares,1999998,752769.00,Disposal,Equity,1977991998,23.73,12 Dec 2025,12 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1977991998,23.73,Equity Shares,6999993,2634693.00,Disposal,Equity,1970992005,23.64,16 Dec 2025,16 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1970992005,23.64,Equity Shares,11541338,4207804.00,Disposal,Equity,1959450667,23.51,18 Dec 2025,18 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1959450667,23.51,Equity Shares,20999999,7484101.00,Disposal,Equity,1938450668,23.25,19 Dec 2025,19 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1938450668,23.25,Equity Shares,17895964,6588985.00,Disposal,Equity,1920554704,23.04,22 Dec 2025,22 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1920554704,23.04,Equity Shares,9679763,3549432.00,Disposal,Equity,1910874941,22.92,22 Dec 2025,22 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1910874941,22.92,Equity Shares,32233977,11594008.00,Disposal,Equity,1878640964,22.54,23 Dec 2025,23 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1878640964,22.54,Equity Shares,5554114,2015477.00,Disposal,Equity,1873086850,22.47,23 Dec 2025,23 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1873086850,22.47,Equity Shares,35393059,12677144.00,Disposal,Equity,1837693791,22.05,24 Dec 2025,24 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1837693791,22.05,Equity Shares,200333,71730.00,Disposal,Equity,1837493458,22.04,24 Dec 2025,24 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1837493458,22.04,Equity Shares,65557103,22753162.00,Disposal,Equity,1771936355,21.26,26 Dec 2025,26 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1771936355,21.26,Equity Shares,3401300,1177425.00,Disposal,Equity,1768535055,21.22,26 Dec 2025,26 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1768535055,21.22,Equity Shares,55867065,18003854.00,Disposal,Equity,1712667990,20.55,29 Dec 2025,29 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1712667990,20.55,Equity Shares,2377312,758555.00,Disposal,Equity,1710290678,20.52,29 Dec 2025,29 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1710290678,20.52,Equity Shares,114040850,33138034.00,Disposal,Equity,1596249828,19.15,30 Dec 2025,30 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1596249828,19.15,Equity Shares,10000004,2880965.00,Disposal,Equity,1586249824,19.03,30 Dec 2025,30 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1586249824,19.03,Equity Shares,186592435,49532725.00,Disposal,Equity,1399657389,16.79,31 Dec 2025,31 Dec 2025,05 Jan 2026,Market Sale,,,,,,,NSE,06 Jan 2026
532022,Filatex Fashions Ltd,SETHIA PRABHAT,Promoter & Director,Equity Shares,1399657389,16.79,Equity Shares,11200001,3032610.00,Disposal,Equity,1388457388,16.66,31 Dec 2025,31 Dec 2025,05 Jan 2026,Market Sale,,,,,,,BSE,06 Jan 2026
532221,Sonata Software Ltd,Sonata Software Limited  Employee Welfare Trust,Trust,Equity Shares,3073907,1.10,Equity Shares,66145,24005612.00,Acquisition,Equity,3140052,1.12,01 Jan 2026,02 Jan 2026,05 Jan 2026,Market Purchase,,,,,,,NSE,06 Jan 2026
531035,EBIX Ltd,VIKAS GARG,Promoter,Equity Shares,1800000,0.88,Equity Shares,3200000,259200000.00,Acquisition,Equity,5000000,2.42,05 Jan 2026,05 Jan 2026,06 Jan 2026,Conversion of security,,,,,,,NA,06 Jan 2026
543453,Alkosign Ltd,SAMIR NARENDRA SHAH,Promoter & Director,Equity Shares,1250998,11.59,Equity Shares,4500,338344.00,Acquisition,Equity,1255498,11.63,05 Jan 2026,05 Jan 2026,06 Jan 2026,Market Purchase,,,,,,,BSE,06 Jan 2026
543937,Alphalogic Industries Ltd,Alphalogic Techsys Limited,Promoter,Warrants,5214528,51.16,Warrants,1170000,8190000.00,Acquisition,Warrants,6384528,53.25,01 Jan 2026,03 Jan 2026,05 Jan 2026,Allotment,,,,,,,BSE,06 Jan 2026
543937,Alphalogic Industries Ltd,Mrs. Neha Anshu Goel,Promoter Group,Warrants,0,0.00,Warrants,300000,2100000.00,Acquisition,Warrants,300000,2.50,01 Jan 2026,03 Jan 2026,05 Jan 2026,Allotment,,,,,,,BSE,06 Jan 2026
530171,Daulat Securities Ltd,ADITI BHUTORIA,Connected Person,Equity Shares,67214,1.34,Equity Shares,2000,31.00,Acquisition,Equity,69214,1.38,05 Jan 2026,05 Jan 2026,05 Jan 2026,Market Purchase,,,,,,,BSE,06 Jan 2026
544296,Nisus Finance Services Co Ltd,Amit Anil Goenka,Promoter,Equity Shares,17574398,73.60,Equity Shares,23600,6808900.00,Acquisition,Equity,17597998,73.70,26 Dec 2025,31 Dec 2025,31 Dec 2025,Market Purchase,,,,,,,BSE,06 Jan 2026
544296,Nisus Finance Services Co Ltd,Amit Anil Goenka,Promoter,Equity Shares,17509198,73.33,Equity Shares,45200,12671296.00,Acquisition,Equity,17554398,73.51,16 Dec 2025,17 Dec 2025,18 Dec 2025,Market Purchase,,,,,,,BSE,06 Jan 2026
517546,Alfa Transformers Ltd,DILLIP KUMAR DAS,Promoter & Director,Equity Shares,1618191,17.68,Equity Shares,33092,1219895.00,Disposal,Equity,1585099,17.32,26 Dec 2025,30 Dec 2025,05 Jan 2026,Buy Back,,,,,,,BSE,06 Jan 2026
517546,Alfa Transformers Ltd,INDUSTRIAL DESIGNS AND SERVICES PVT. LTD,Promoter Group,Equity Shares,356842,3.90,Equity Shares,34441,1355151.00,Acquisition,Equity,391283,4.27,23 Dec 2025,26 Dec 2025,05 Jan 2026,Buy Back,,,,,,,BSE,06 Jan 2026
517546,Alfa Transformers Ltd,Oricon Industries Pvt. Ltd,Promoter Group,Equity Shares,1084890,11.86,Equity Shares,1025,38670.00,Acquisition,Equity,1085915,11.87,26 Dec 2025,26 Dec 2025,05 Jan 2026,Buy Back,,,,,,,BSE,06 Jan 2026
544310,Yash Highvoltage Ltd,YASH SWISSTECH PRIVATE LIMITED,Promoter Group,Equity Shares,4500,0.02,Equity Shares,500,200000.00,Acquisition,Equity,5000,0.02,05 Jan 2026,05 Jan 2026,06 Jan 2026,Market Purchase,,,,,,,BSE,06 Jan 2026
